Entity,Code,Year,"Political corruption index (central estimate, aggregate: average)"
Latvia,LVA,1804,0.82
Latvia,LVA,1805,0.82
Latvia,LVA,1806,0.82
Latvia,LVA,1807,0.82
Latvia,LVA,1808,0.82
Latvia,LVA,1809,0.82
Latvia,LVA,1810,0.82
Latvia,LVA,1811,0.82
Latvia,LVA,1812,0.82
Latvia,LVA,1813,0.82
Latvia,LVA,1814,0.82
Latvia,LVA,1815,0.82
Latvia,LVA,1816,0.82
Latvia,LVA,1817,0.82
Latvia,LVA,1818,0.82
Latvia,LVA,1819,0.82
Latvia,LVA,1820,0.82
Latvia,LVA,1821,0.82
Latvia,LVA,1822,0.82
Latvia,LVA,1823,0.82
Latvia,LVA,1824,0.82
Latvia,LVA,1825,0.866
Latvia,LVA,1826,0.866
Latvia,LVA,1827,0.866
Latvia,LVA,1828,0.866
Latvia,LVA,1829,0.866
Latvia,LVA,1830,0.866
Latvia,LVA,1831,0.866
Latvia,LVA,1832,0.866
Latvia,LVA,1833,0.866
Latvia,LVA,1834,0.866
Latvia,LVA,1835,0.866
Latvia,LVA,1836,0.866
Latvia,LVA,1837,0.866
Latvia,LVA,1838,0.866
Latvia,LVA,1839,0.866
Latvia,LVA,1840,0.866
Latvia,LVA,1841,0.866
Latvia,LVA,1842,0.829
Latvia,LVA,1843,0.829
Latvia,LVA,1844,0.829
Latvia,LVA,1845,0.829
Latvia,LVA,1846,0.829
Latvia,LVA,1847,0.829
Latvia,LVA,1848,0.829
Latvia,LVA,1849,0.829
Latvia,LVA,1850,0.829
Latvia,LVA,1851,0.829
Latvia,LVA,1852,0.829
Latvia,LVA,1853,0.829
Latvia,LVA,1854,0.829
Latvia,LVA,1855,0.709
Latvia,LVA,1856,0.709
Latvia,LVA,1857,0.709
Latvia,LVA,1858,0.709
Latvia,LVA,1859,0.709
Latvia,LVA,1860,0.709
Latvia,LVA,1861,0.709
Latvia,LVA,1862,0.709
Latvia,LVA,1863,0.709
Latvia,LVA,1864,0.688
Latvia,LVA,1865,0.617
Latvia,LVA,1866,0.553
Latvia,LVA,1867,0.553
Latvia,LVA,1868,0.436
Latvia,LVA,1869,0.436
Latvia,LVA,1870,0.436
Latvia,LVA,1871,0.436
Latvia,LVA,1872,0.436
Latvia,LVA,1873,0.436
Latvia,LVA,1874,0.436
Latvia,LVA,1875,0.436
Latvia,LVA,1876,0.436
Latvia,LVA,1877,0.436
Latvia,LVA,1878,0.436
Latvia,LVA,1879,0.436
Latvia,LVA,1880,0.436
Latvia,LVA,1881,0.436
Latvia,LVA,1882,0.436
Latvia,LVA,1883,0.436
Latvia,LVA,1884,0.436
Latvia,LVA,1885,0.436
Latvia,LVA,1886,0.436
Latvia,LVA,1887,0.436
Latvia,LVA,1888,0.436
Latvia,LVA,1889,0.436
Latvia,LVA,1890,0.436
Latvia,LVA,1891,0.436
Latvia,LVA,1892,0.436
Latvia,LVA,1893,0.436
Latvia,LVA,1894,0.436
Latvia,LVA,1895,0.436
Latvia,LVA,1896,0.436
Latvia,LVA,1897,0.436
Latvia,LVA,1898,0.436
Latvia,LVA,1899,0.436
Latvia,LVA,1900,0.436
Latvia,LVA,1901,0.436
Latvia,LVA,1902,0.436
Latvia,LVA,1903,0.436
Latvia,LVA,1904,0.451
Latvia,LVA,1905,0.451
Latvia,LVA,1906,0.435
Latvia,LVA,1907,0.373
Latvia,LVA,1908,0.398
Latvia,LVA,1909,0.398
Latvia,LVA,1910,0.398
Latvia,LVA,1911,0.398
Latvia,LVA,1912,0.398
Latvia,LVA,1913,0.398
Latvia,LVA,1914,0.398
Latvia,LVA,1915,0.428
Latvia,LVA,1916,0.415
Latvia,LVA,1917,0.371
Latvia,LVA,1918,0.265
Latvia,LVA,1919,0.229
Latvia,LVA,1920,0.123
Latvia,LVA,1921,0.123
Latvia,LVA,1922,0.123
Latvia,LVA,1923,0.193
Latvia,LVA,1924,0.193
Latvia,LVA,1925,0.193
Latvia,LVA,1926,0.193
Latvia,LVA,1927,0.193
Latvia,LVA,1928,0.193
Latvia,LVA,1929,0.193
Latvia,LVA,1930,0.193
Latvia,LVA,1931,0.193
Latvia,LVA,1932,0.193
Latvia,LVA,1933,0.193
Latvia,LVA,1934,0.19
Latvia,LVA,1935,0.109
Latvia,LVA,1936,0.109
Latvia,LVA,1937,0.109
Latvia,LVA,1938,0.109
Latvia,LVA,1939,0.109
Latvia,LVA,1940,0.205
Latvia,LVA,1941,0.201
Latvia,LVA,1942,0.198
Latvia,LVA,1943,0.198
Latvia,LVA,1944,0.198
Latvia,LVA,1945,0.198
Latvia,LVA,1946,0.209
Latvia,LVA,1947,0.209
Latvia,LVA,1948,0.209
Latvia,LVA,1949,0.209
Latvia,LVA,1950,0.209
Latvia,LVA,1951,0.209
Latvia,LVA,1952,0.209
Latvia,LVA,1953,0.209
Latvia,LVA,1954,0.229
Latvia,LVA,1955,0.229
Latvia,LVA,1956,0.229
Latvia,LVA,1957,0.229
Latvia,LVA,1958,0.229
Latvia,LVA,1959,0.229
Latvia,LVA,1960,0.229
Latvia,LVA,1961,0.26
Latvia,LVA,1962,0.26
Latvia,LVA,1963,0.26
Latvia,LVA,1964,0.307
Latvia,LVA,1965,0.307
Latvia,LVA,1966,0.324
Latvia,LVA,1967,0.324
Latvia,LVA,1968,0.324
Latvia,LVA,1969,0.324
Latvia,LVA,1970,0.344
Latvia,LVA,1971,0.336
Latvia,LVA,1972,0.336
Latvia,LVA,1973,0.336
Latvia,LVA,1974,0.336
Latvia,LVA,1975,0.336
Latvia,LVA,1976,0.336
Latvia,LVA,1977,0.336
Latvia,LVA,1978,0.336
Latvia,LVA,1979,0.336
Latvia,LVA,1980,0.352
Latvia,LVA,1981,0.352
Latvia,LVA,1982,0.346
Latvia,LVA,1983,0.346
Latvia,LVA,1984,0.346
Latvia,LVA,1985,0.346
Latvia,LVA,1986,0.382
Latvia,LVA,1987,0.409
Latvia,LVA,1988,0.409
Latvia,LVA,1989,0.409
Latvia,LVA,1990,0.198
Latvia,LVA,1991,0.364
Latvia,LVA,1992,0.369
Latvia,LVA,1993,0.369
Latvia,LVA,1994,0.37
Latvia,LVA,1995,0.348
Latvia,LVA,1996,0.338
Latvia,LVA,1997,0.334
Latvia,LVA,1998,0.325
Latvia,LVA,1999,0.311
Latvia,LVA,2000,0.289
Latvia,LVA,2001,0.289
Latvia,LVA,2002,0.17
Latvia,LVA,2003,0.165
Latvia,LVA,2004,0.163
Latvia,LVA,2005,0.152
Latvia,LVA,2006,0.185
Latvia,LVA,2007,0.15
Latvia,LVA,2008,0.149
Latvia,LVA,2009,0.142
Latvia,LVA,2010,0.119
Latvia,LVA,2011,0.119
Latvia,LVA,2012,0.117
Latvia,LVA,2013,0.084
Latvia,LVA,2014,0.082
Latvia,LVA,2015,0.082
Latvia,LVA,2016,0.105
Latvia,LVA,2017,0.126
Latvia,LVA,2018,0.126
Latvia,LVA,2019,0.117
Latvia,LVA,2020,0.1
Latvia,LVA,2021,0.087
Latvia,LVA,2022,0.087
Latvia,LVA,2023,0.071
Latvia,LVA,2024,0.071
Lithuania,LTU,1795,0.82
Lithuania,LTU,1796,0.82
Lithuania,LTU,1797,0.82
Lithuania,LTU,1798,0.82
Lithuania,LTU,1799,0.82
Lithuania,LTU,1800,0.82
Lithuania,LTU,1801,0.82
Lithuania,LTU,1802,0.82
Lithuania,LTU,1803,0.82
Lithuania,LTU,1804,0.82
Lithuania,LTU,1805,0.82
Lithuania,LTU,1806,0.82
Lithuania,LTU,1807,0.82
Lithuania,LTU,1808,0.82
Lithuania,LTU,1809,0.82
Lithuania,LTU,1810,0.82
Lithuania,LTU,1811,0.82
Lithuania,LTU,1812,0.82
Lithuania,LTU,1813,0.82
Lithuania,LTU,1814,0.82
Lithuania,LTU,1815,0.82
Lithuania,LTU,1816,0.82
Lithuania,LTU,1817,0.82
Lithuania,LTU,1818,0.82
Lithuania,LTU,1819,0.82
Lithuania,LTU,1820,0.82
Lithuania,LTU,1821,0.82
Lithuania,LTU,1822,0.82
Lithuania,LTU,1823,0.82
Lithuania,LTU,1824,0.82
Lithuania,LTU,1825,0.866
Lithuania,LTU,1826,0.866
Lithuania,LTU,1827,0.866
Lithuania,LTU,1828,0.866
Lithuania,LTU,1829,0.866
Lithuania,LTU,1830,0.866
Lithuania,LTU,1831,0.866
Lithuania,LTU,1832,0.866
Lithuania,LTU,1833,0.866
Lithuania,LTU,1834,0.866
Lithuania,LTU,1835,0.866
Lithuania,LTU,1836,0.866
Lithuania,LTU,1837,0.866
Lithuania,LTU,1838,0.866
Lithuania,LTU,1839,0.866
Lithuania,LTU,1840,0.866
Lithuania,LTU,1841,0.866
Lithuania,LTU,1842,0.829
Lithuania,LTU,1843,0.829
Lithuania,LTU,1844,0.829
Lithuania,LTU,1845,0.829
Lithuania,LTU,1846,0.829
Lithuania,LTU,1847,0.829
Lithuania,LTU,1848,0.829
Lithuania,LTU,1849,0.829
Lithuania,LTU,1850,0.829
Lithuania,LTU,1851,0.829
Lithuania,LTU,1852,0.829
Lithuania,LTU,1853,0.829
Lithuania,LTU,1854,0.829
Lithuania,LTU,1855,0.709
Lithuania,LTU,1856,0.709
Lithuania,LTU,1857,0.709
Lithuania,LTU,1858,0.709
Lithuania,LTU,1859,0.709
Lithuania,LTU,1860,0.709
Lithuania,LTU,1861,0.709
Lithuania,LTU,1862,0.709
Lithuania,LTU,1863,0.709
Lithuania,LTU,1864,0.688
Lithuania,LTU,1865,0.617
Lithuania,LTU,1866,0.553
Lithuania,LTU,1867,0.553
Lithuania,LTU,1868,0.436
Lithuania,LTU,1869,0.436
Lithuania,LTU,1870,0.436
Lithuania,LTU,1871,0.436
Lithuania,LTU,1872,0.436
Lithuania,LTU,1873,0.436
Lithuania,LTU,1874,0.436
Lithuania,LTU,1875,0.436
Lithuania,LTU,1876,0.436
Lithuania,LTU,1877,0.436
Lithuania,LTU,1878,0.436
Lithuania,LTU,1879,0.436
Lithuania,LTU,1880,0.436
Lithuania,LTU,1881,0.436
Lithuania,LTU,1882,0.436
Lithuania,LTU,1883,0.436
Lithuania,LTU,1884,0.436
Lithuania,LTU,1885,0.436
Lithuania,LTU,1886,0.436
Lithuania,LTU,1887,0.436
Lithuania,LTU,1888,0.436
Lithuania,LTU,1889,0.436
Lithuania,LTU,1890,0.436
Lithuania,LTU,1891,0.436
Lithuania,LTU,1892,0.436
Lithuania,LTU,1893,0.436
Lithuania,LTU,1894,0.436
Lithuania,LTU,1895,0.436
Lithuania,LTU,1896,0.436
Lithuania,LTU,1897,0.436
Lithuania,LTU,1898,0.436
Lithuania,LTU,1899,0.436
Lithuania,LTU,1900,0.436
Lithuania,LTU,1901,0.436
Lithuania,LTU,1902,0.436
Lithuania,LTU,1903,0.436
Lithuania,LTU,1904,0.451
Lithuania,LTU,1905,0.451
Lithuania,LTU,1906,0.435
Lithuania,LTU,1907,0.373
Lithuania,LTU,1908,0.398
Lithuania,LTU,1909,0.398
Lithuania,LTU,1910,0.398
Lithuania,LTU,1911,0.398
Lithuania,LTU,1912,0.398
Lithuania,LTU,1913,0.398
Lithuania,LTU,1914,0.398
Lithuania,LTU,1915,0.428
Lithuania,LTU,1916,0.415
Lithuania,LTU,1917,0.371
Lithuania,LTU,1918,0.235
Lithuania,LTU,1919,0.23
Lithuania,LTU,1920,0.23
Lithuania,LTU,1921,0.205
Lithuania,LTU,1922,0.205
Lithuania,LTU,1923,0.205
Lithuania,LTU,1924,0.205
Lithuania,LTU,1925,0.205
Lithuania,LTU,1926,0.23
Lithuania,LTU,1927,0.266
Lithuania,LTU,1928,0.266
Lithuania,LTU,1929,0.266
Lithuania,LTU,1930,0.266
Lithuania,LTU,1931,0.266
Lithuania,LTU,1932,0.266
Lithuania,LTU,1933,0.266
Lithuania,LTU,1934,0.266
Lithuania,LTU,1935,0.266
Lithuania,LTU,1936,0.266
Lithuania,LTU,1937,0.266
Lithuania,LTU,1938,0.266
Lithuania,LTU,1939,0.266
Lithuania,LTU,1940,0.205
Lithuania,LTU,1941,0.201
Lithuania,LTU,1942,0.198
Lithuania,LTU,1943,0.198
Lithuania,LTU,1944,0.198
Lithuania,LTU,1945,0.198
Lithuania,LTU,1946,0.209
Lithuania,LTU,1947,0.209
Lithuania,LTU,1948,0.209
Lithuania,LTU,1949,0.209
Lithuania,LTU,1950,0.209
Lithuania,LTU,1951,0.209
Lithuania,LTU,1952,0.209
Lithuania,LTU,1953,0.209
Lithuania,LTU,1954,0.229
Lithuania,LTU,1955,0.229
Lithuania,LTU,1956,0.229
Lithuania,LTU,1957,0.229
Lithuania,LTU,1958,0.229
Lithuania,LTU,1959,0.229
Lithuania,LTU,1960,0.229
Lithuania,LTU,1961,0.26
Lithuania,LTU,1962,0.26
Lithuania,LTU,1963,0.26
Lithuania,LTU,1964,0.307
Lithuania,LTU,1965,0.307
Lithuania,LTU,1966,0.324
Lithuania,LTU,1967,0.324
Lithuania,LTU,1968,0.324
Lithuania,LTU,1969,0.324
Lithuania,LTU,1970,0.344
Lithuania,LTU,1971,0.336
Lithuania,LTU,1972,0.336
Lithuania,LTU,1973,0.336
Lithuania,LTU,1974,0.336
Lithuania,LTU,1975,0.336
Lithuania,LTU,1976,0.336
Lithuania,LTU,1977,0.336
Lithuania,LTU,1978,0.336
Lithuania,LTU,1979,0.336
Lithuania,LTU,1980,0.352
Lithuania,LTU,1981,0.352
Lithuania,LTU,1982,0.346
Lithuania,LTU,1983,0.346
Lithuania,LTU,1984,0.346
Lithuania,LTU,1985,0.346
Lithuania,LTU,1986,0.382
Lithuania,LTU,1987,0.409
Lithuania,LTU,1988,0.409
Lithuania,LTU,1989,0.409
Lithuania,LTU,1990,0.162
Lithuania,LTU,1991,0.134
Lithuania,LTU,1992,0.141
Lithuania,LTU,1993,0.195
Lithuania,LTU,1994,0.195
Lithuania,LTU,1995,0.195
Lithuania,LTU,1996,0.195
Lithuania,LTU,1997,0.195
Lithuania,LTU,1998,0.195
Lithuania,LTU,1999,0.195
Lithuania,LTU,2000,0.195
Lithuania,LTU,2001,0.194
Lithuania,LTU,2002,0.194
Lithuania,LTU,2003,0.203
Lithuania,LTU,2004,0.194
Lithuania,LTU,2005,0.152
Lithuania,LTU,2006,0.152
Lithuania,LTU,2007,0.148
Lithuania,LTU,2008,0.145
Lithuania,LTU,2009,0.145
Lithuania,LTU,2010,0.145
Lithuania,LTU,2011,0.145
Lithuania,LTU,2012,0.148
Lithuania,LTU,2013,0.156
Lithuania,LTU,2014,0.155
Lithuania,LTU,2015,0.148
Lithuania,LTU,2016,0.135
Lithuania,LTU,2017,0.127
Lithuania,LTU,2018,0.157
Lithuania,LTU,2019,0.124
Lithuania,LTU,2020,0.115
Lithuania,LTU,2021,0.111
Lithuania,LTU,2022,0.103
Lithuania,LTU,2023,0.122
Lithuania,LTU,2024,0.172
Luxembourg,LUX,1900,0.06
Luxembourg,LUX,1901,0.06
Luxembourg,LUX,1902,0.06
Luxembourg,LUX,1903,0.06
Luxembourg,LUX,1904,0.06
Luxembourg,LUX,1905,0.06
Luxembourg,LUX,1906,0.06
Luxembourg,LUX,1907,0.06
Luxembourg,LUX,1908,0.06
Luxembourg,LUX,1909,0.06
Luxembourg,LUX,1910,0.06
Luxembourg,LUX,1911,0.06
Luxembourg,LUX,1912,0.06
Luxembourg,LUX,1913,0.06
Luxembourg,LUX,1914,0.06
Luxembourg,LUX,1915,0.06
Luxembourg,LUX,1916,0.06
Luxembourg,LUX,1917,0.06
Luxembourg,LUX,1918,0.06
Luxembourg,LUX,1919,0.06
Luxembourg,LUX,1920,0.06
Luxembourg,LUX,1921,0.06
Luxembourg,LUX,1922,0.06
Luxembourg,LUX,1923,0.06
Luxembourg,LUX,1924,0.06
Luxembourg,LUX,1925,0.06
Luxembourg,LUX,1926,0.06
Luxembourg,LUX,1927,0.06
Luxembourg,LUX,1928,0.06
Luxembourg,LUX,1929,0.06
Luxembourg,LUX,1930,0.06
Luxembourg,LUX,1931,0.06
Luxembourg,LUX,1932,0.06
Luxembourg,LUX,1933,0.06
Luxembourg,LUX,1934,0.06
Luxembourg,LUX,1935,0.06
Luxembourg,LUX,1936,0.06
Luxembourg,LUX,1937,0.06
Luxembourg,LUX,1938,0.06
Luxembourg,LUX,1939,0.06
Luxembourg,LUX,1940,0.093
Luxembourg,LUX,1941,0.104
Luxembourg,LUX,1942,0.104
Luxembourg,LUX,1943,0.104
Luxembourg,LUX,1944,0.095
Luxembourg,LUX,1945,0.055
Luxembourg,LUX,1946,0.055
Luxembourg,LUX,1947,0.055
Luxembourg,LUX,1948,0.055
Luxembourg,LUX,1949,0.055
Luxembourg,LUX,1950,0.055
Luxembourg,LUX,1951,0.055
Luxembourg,LUX,1952,0.055
Luxembourg,LUX,1953,0.055
Luxembourg,LUX,1954,0.055
Luxembourg,LUX,1955,0.055
Luxembourg,LUX,1956,0.055
Luxembourg,LUX,1957,0.055
Luxembourg,LUX,1958,0.055
Luxembourg,LUX,1959,0.055
Luxembourg,LUX,1960,0.055
Luxembourg,LUX,1961,0.055
Luxembourg,LUX,1962,0.055
Luxembourg,LUX,1963,0.055
Luxembourg,LUX,1964,0.055
Luxembourg,LUX,1965,0.055
Luxembourg,LUX,1966,0.055
Luxembourg,LUX,1967,0.055
Luxembourg,LUX,1968,0.055
Luxembourg,LUX,1969,0.055
Luxembourg,LUX,1970,0.055
Luxembourg,LUX,1971,0.055
Luxembourg,LUX,1972,0.055
Luxembourg,LUX,1973,0.055
Luxembourg,LUX,1974,0.055
Luxembourg,LUX,1975,0.055
Luxembourg,LUX,1976,0.055
Luxembourg,LUX,1977,0.055
Luxembourg,LUX,1978,0.055
Luxembourg,LUX,1979,0.055
Luxembourg,LUX,1980,0.055
Luxembourg,LUX,1981,0.055
Luxembourg,LUX,1982,0.055
Luxembourg,LUX,1983,0.055
Luxembourg,LUX,1984,0.055
Luxembourg,LUX,1985,0.055
Luxembourg,LUX,1986,0.055
Luxembourg,LUX,1987,0.055
Luxembourg,LUX,1988,0.055
Luxembourg,LUX,1989,0.055
Luxembourg,LUX,1990,0.055
Luxembourg,LUX,1991,0.055
Luxembourg,LUX,1992,0.055
Luxembourg,LUX,1993,0.055
Luxembourg,LUX,1994,0.055
Luxembourg,LUX,1995,0.055
Luxembourg,LUX,1996,0.055
Luxembourg,LUX,1997,0.055
Luxembourg,LUX,1998,0.055
Luxembourg,LUX,1999,0.055
Luxembourg,LUX,2000,0.055
Luxembourg,LUX,2001,0.055
Luxembourg,LUX,2002,0.055
Luxembourg,LUX,2003,0.055
Luxembourg,LUX,2004,0.055
Luxembourg,LUX,2005,0.055
Luxembourg,LUX,2006,0.055
Luxembourg,LUX,2007,0.055
Luxembourg,LUX,2008,0.055
Luxembourg,LUX,2009,0.055
Luxembourg,LUX,2010,0.028
Luxembourg,LUX,2011,0.028
Luxembourg,LUX,2012,0.027
Luxembourg,LUX,2013,0.027
Luxembourg,LUX,2014,0.027
Luxembourg,LUX,2015,0.027
Luxembourg,LUX,2016,0.027
Luxembourg,LUX,2017,0.027
Luxembourg,LUX,2018,0.027
Luxembourg,LUX,2019,0.027
Luxembourg,LUX,2020,0.027
Luxembourg,LUX,2021,0.027
Luxembourg,LUX,2022,0.027
Luxembourg,LUX,2023,0.027
Luxembourg,LUX,2024,0.029
Malta,MLT,1900,0.266
Malta,MLT,1901,0.266
Malta,MLT,1902,0.266
Malta,MLT,1903,0.266
Malta,MLT,1904,0.266
Malta,MLT,1905,0.266
Malta,MLT,1906,0.266
Malta,MLT,1907,0.266
Malta,MLT,1908,0.266
Malta,MLT,1909,0.266
Malta,MLT,1910,0.266
Malta,MLT,1911,0.266
Malta,MLT,1912,0.266
Malta,MLT,1913,0.266
Malta,MLT,1914,0.266
Malta,MLT,1915,0.266
Malta,MLT,1916,0.266
Malta,MLT,1917,0.266
Malta,MLT,1918,0.266
Malta,MLT,1919,0.266
Malta,MLT,1920,0.266
Malta,MLT,1921,0.266
Malta,MLT,1922,0.207
Malta,MLT,1923,0.207
Malta,MLT,1924,0.207
Malta,MLT,1925,0.207
Malta,MLT,1926,0.207
Malta,MLT,1927,0.207
Malta,MLT,1928,0.207
Malta,MLT,1929,0.207
Malta,MLT,1930,0.207
Malta,MLT,1931,0.266
Malta,MLT,1932,0.266
Malta,MLT,1933,0.206
Malta,MLT,1934,0.266
Malta,MLT,1935,0.266
Malta,MLT,1936,0.266
Malta,MLT,1937,0.266
Malta,MLT,1938,0.266
Malta,MLT,1939,0.266
Malta,MLT,1940,0.266
Malta,MLT,1941,0.266
Malta,MLT,1942,0.266
Malta,MLT,1943,0.266
Malta,MLT,1944,0.266
Malta,MLT,1945,0.266
Malta,MLT,1946,0.266
Malta,MLT,1947,0.266
Malta,MLT,1948,0.207
Malta,MLT,1949,0.207
Malta,MLT,1950,0.207
Malta,MLT,1951,0.207
Malta,MLT,1952,0.207
Malta,MLT,1953,0.207
Malta,MLT,1954,0.207
Malta,MLT,1955,0.207
Malta,MLT,1956,0.207
Malta,MLT,1957,0.207
Malta,MLT,1958,0.207
Malta,MLT,1959,0.266
Malta,MLT,1960,0.266
Malta,MLT,1961,0.266
Malta,MLT,1962,0.266
Malta,MLT,1963,0.232
Malta,MLT,1964,0.197
Malta,MLT,1965,0.253
Malta,MLT,1966,0.253
Malta,MLT,1967,0.253
Malta,MLT,1968,0.253
Malta,MLT,1969,0.253
Malta,MLT,1970,0.253
Malta,MLT,1971,0.253
Malta,MLT,1972,0.253
Malta,MLT,1973,0.253
Malta,MLT,1974,0.253
Malta,MLT,1975,0.253
Malta,MLT,1976,0.253
Malta,MLT,1977,0.253
Malta,MLT,1978,0.253
Malta,MLT,1979,0.253
Malta,MLT,1980,0.253
Malta,MLT,1981,0.253
Malta,MLT,1982,0.253
Malta,MLT,1983,0.253
Malta,MLT,1984,0.253
Malta,MLT,1985,0.253
Malta,MLT,1986,0.253
Malta,MLT,1987,0.253
Malta,MLT,1988,0.175
Malta,MLT,1989,0.175
Malta,MLT,1990,0.175
Malta,MLT,1991,0.175
Malta,MLT,1992,0.175
Malta,MLT,1993,0.175
Malta,MLT,1994,0.175
Malta,MLT,1995,0.175
Malta,MLT,1996,0.175
Malta,MLT,1997,0.175
Malta,MLT,1998,0.175
Malta,MLT,1999,0.175
Malta,MLT,2000,0.175
Malta,MLT,2001,0.175
Malta,MLT,2002,0.175
Malta,MLT,2003,0.175
Malta,MLT,2004,0.175
Malta,MLT,2005,0.175
Malta,MLT,2006,0.175
Malta,MLT,2007,0.193
Malta,MLT,2008,0.193
Malta,MLT,2009,0.172
Malta,MLT,2010,0.172
Malta,MLT,2011,0.172
Malta,MLT,2012,0.172
Malta,MLT,2013,0.226
Malta,MLT,2014,0.226
Malta,MLT,2015,0.226
Malta,MLT,2016,0.272
Malta,MLT,2017,0.272
Malta,MLT,2018,0.272
Malta,MLT,2019,0.283
Malta,MLT,2020,0.194
Malta,MLT,2021,0.194
Malta,MLT,2022,0.194
Malta,MLT,2023,0.194
Malta,MLT,2024,0.194
Mexico,MEX,1789,0.674
Mexico,MEX,1790,0.674
Mexico,MEX,1791,0.674
Mexico,MEX,1792,0.674
Mexico,MEX,1793,0.674
Mexico,MEX,1794,0.674
Mexico,MEX,1795,0.674
Mexico,MEX,1796,0.674
Mexico,MEX,1797,0.674
Mexico,MEX,1798,0.674
Mexico,MEX,1799,0.674
Mexico,MEX,1800,0.674
Mexico,MEX,1801,0.674
Mexico,MEX,1802,0.674
Mexico,MEX,1803,0.674
Mexico,MEX,1804,0.674
Mexico,MEX,1805,0.674
Mexico,MEX,1806,0.674
Mexico,MEX,1807,0.674
Mexico,MEX,1808,0.674
Mexico,MEX,1809,0.674
Mexico,MEX,1810,0.674
Mexico,MEX,1811,0.674
Mexico,MEX,1812,0.674
Mexico,MEX,1813,0.674
Mexico,MEX,1814,0.674
Mexico,MEX,1815,0.674
Mexico,MEX,1816,0.674
Mexico,MEX,1817,0.674
Mexico,MEX,1818,0.674
Mexico,MEX,1819,0.674
Mexico,MEX,1820,0.674
Mexico,MEX,1821,0.688
Mexico,MEX,1822,0.524
Mexico,MEX,1823,0.524
Mexico,MEX,1824,0.609
Mexico,MEX,1825,0.609
Mexico,MEX,1826,0.609
Mexico,MEX,1827,0.609
Mexico,MEX,1828,0.609
Mexico,MEX,1829,0.609
Mexico,MEX,1830,0.609
Mexico,MEX,1831,0.609
Mexico,MEX,1832,0.609
Mexico,MEX,1833,0.609
Mexico,MEX,1834,0.609
Mexico,MEX,1835,0.609
Mexico,MEX,1836,0.609
Mexico,MEX,1837,0.609
Mexico,MEX,1838,0.609
Mexico,MEX,1839,0.609
Mexico,MEX,1840,0.609
Mexico,MEX,1841,0.609
Mexico,MEX,1842,0.609
Mexico,MEX,1843,0.609
Mexico,MEX,1844,0.609
Mexico,MEX,1845,0.609
Mexico,MEX,1846,0.609
Mexico,MEX,1847,0.609
Mexico,MEX,1848,0.609
Mexico,MEX,1849,0.609
Mexico,MEX,1850,0.735
Mexico,MEX,1851,0.735
Mexico,MEX,1852,0.735
Mexico,MEX,1853,0.735
Mexico,MEX,1854,0.608
Mexico,MEX,1855,0.608
Mexico,MEX,1856,0.608
Mexico,MEX,1857,0.65
Mexico,MEX,1858,0.65
Mexico,MEX,1859,0.65
Mexico,MEX,1860,0.65
Mexico,MEX,1861,0.65
Mexico,MEX,1862,0.65
Mexico,MEX,1863,0.65
Mexico,MEX,1864,0.65
Mexico,MEX,1865,0.585
Mexico,MEX,1866,0.585
Mexico,MEX,1867,0.652
Mexico,MEX,1868,0.652
Mexico,MEX,1869,0.652
Mexico,MEX,1870,0.655
Mexico,MEX,1871,0.655
Mexico,MEX,1872,0.655
Mexico,MEX,1873,0.655
Mexico,MEX,1874,0.655
Mexico,MEX,1875,0.655
Mexico,MEX,1876,0.722
Mexico,MEX,1877,0.854
Mexico,MEX,1878,0.854
Mexico,MEX,1879,0.854
Mexico,MEX,1880,0.854
Mexico,MEX,1881,0.854
Mexico,MEX,1882,0.854
Mexico,MEX,1883,0.854
Mexico,MEX,1884,0.854
Mexico,MEX,1885,0.854
Mexico,MEX,1886,0.854
Mexico,MEX,1887,0.854
Mexico,MEX,1888,0.854
Mexico,MEX,1889,0.854
Mexico,MEX,1890,0.854
Mexico,MEX,1891,0.854
Mexico,MEX,1892,0.854
Mexico,MEX,1893,0.854
Mexico,MEX,1894,0.854
Mexico,MEX,1895,0.854
Mexico,MEX,1896,0.854
Mexico,MEX,1897,0.854
Mexico,MEX,1898,0.854
Mexico,MEX,1899,0.854
Mexico,MEX,1900,0.854
Mexico,MEX,1901,0.854
Mexico,MEX,1902,0.854
Mexico,MEX,1903,0.854
Mexico,MEX,1904,0.854
Mexico,MEX,1905,0.854
Mexico,MEX,1906,0.854
Mexico,MEX,1907,0.854
Mexico,MEX,1908,0.854
Mexico,MEX,1909,0.854
Mexico,MEX,1910,0.854
Mexico,MEX,1911,0.815
Mexico,MEX,1912,0.812
Mexico,MEX,1913,0.77
Mexico,MEX,1914,0.77
Mexico,MEX,1915,0.77
Mexico,MEX,1916,0.77
Mexico,MEX,1917,0.78
Mexico,MEX,1918,0.785
Mexico,MEX,1919,0.785
Mexico,MEX,1920,0.785
Mexico,MEX,1921,0.785
Mexico,MEX,1922,0.785
Mexico,MEX,1923,0.785
Mexico,MEX,1924,0.785
Mexico,MEX,1925,0.785
Mexico,MEX,1926,0.785
Mexico,MEX,1927,0.785
Mexico,MEX,1928,0.785
Mexico,MEX,1929,0.819
Mexico,MEX,1930,0.819
Mexico,MEX,1931,0.819
Mexico,MEX,1932,0.819
Mexico,MEX,1933,0.819
Mexico,MEX,1934,0.819
Mexico,MEX,1935,0.819
Mexico,MEX,1936,0.819
Mexico,MEX,1937,0.819
